text,category,source,origin
Erin Molan and Nyadol Nyuon tell inquiry defamation bill not ‘useful’ for most online trolling victims,Politics,Guardian,politics_subset_10k
Michael Howard’s way out of line on the judiciary | Letters,Politics,Guardian,politics_subset_10k
Those eligible for Covid boosters to be invited a month earlier in England,Politics,Guardian,politics_subset_10k
Richard Sharp says ‘no conflict of interest’ in appointment as BBC chair,Politics,Guardian,politics_subset_10k
Concern over rise in requests for UK to share intelligence despite torture risks,Politics,Guardian,politics_subset_10k
"From Broadslay to BWYASSS: the best, worst and cringiest brand tie-ins at Sydney Pride | Michael Sun",Politics,Guardian,politics_subset_10k
"Address ‘non-existent’ severe ME care or risk further deaths, UK health minister told",Politics,Guardian,politics_subset_10k
"Foreign states using AI videos to undermine support for Ukraine, says Yvette Cooper",Politics,Guardian,politics_subset_10k
Suella Braverman says rough sleeping is ‘lifestyle choice’,Politics,Guardian,politics_subset_10k
Fears grow over children at risk placed in illegal care homes,Politics,Guardian,politics_subset_10k
The Premier League’s era of vanity worship may be over but the future won’t be equal,Politics,Guardian,politics_subset_10k
Why Is Karnataka BJP Marred by Leadership Crisis Ahead of Lok Sabha 2024?,Politics,The Quint,quint_politics_headlines
Gout Gout has ‘kicked on further’ amid hype and busy upcoming schedule,Politics,Guardian,politics_subset_10k
"Stop charging migrant women for NHS maternity care, RCOG urges",Politics,Guardian,politics_subset_10k
Cafe that hires 11-year-olds sparks criticism amid push for minimum age for Australian workers,Politics,Guardian,politics_subset_10k
"DWP waives £1,300 penalty for unpaid carer threatened with fraud prosecution",Politics,Guardian,politics_subset_10k
TIPRA Motha chief meets Congress leaders as BJP eyes pact,Politics,https://timesofindia.indiatimes.com/politics/news,historical_timeline_politics
"Stephen Colbert: America is in trouble – 'or as Trump puts it: promises made, promises kept'",Politics,Guardian,politics_subset_10k
Tories’ Pavlovian response to Elon Musk’s tweets leads to shameless PMQs | John Crace,Politics,Guardian,politics_subset_10k
The Breakdown | Farrell’s five selection posers in big week for Lions hoping to make Test squad,Politics,Guardian,politics_subset_10k
European court rejects Paterson appeal over report into improper lobbying,Politics,Guardian,politics_subset_10k
‘We are backing ourselves’: Labour aims to turn tide on Tories in Essex,Politics,Guardian,politics_subset_10k
Misogyny in the metaverse: is Mark Zuckerberg’s dream world a no-go area for women?,Politics,Guardian,politics_subset_10k
Most magistrates courts in England and Wales have accessibility failings,Politics,Guardian,politics_subset_10k
Keir Starmer says Treasury will be ruthless on public spending cuts,Politics,Guardian,politics_subset_10k
"Nuh Violence: Chautala, Rao Inderjit Question Yatra; What Explains Their Stand?",Politics,The Quint,quint_politics_headlines
Saquon Barkley set for free agency with Packers and Ravens in the frame,Politics,Guardian,politics_subset_10k
TV station's interview with David Icke 'posed threat to public health',Politics,Guardian,politics_subset_10k
Farm work isn’t all it’s cracked up to be | Brief letters,Politics,Guardian,politics_subset_10k
Stephen Fry and Joanna Lumley among celebrities urging UK not to weaken torture protections,Politics,Guardian,politics_subset_10k
The Knife of Dawn/New Dark Age review - isolation meditations,Politics,Guardian,politics_subset_10k
Sunak refuses to rule out cabinet reshuffle on Friday amid Tory fears over byelection defeats – as it happened,Politics,Guardian,politics_subset_10k
Michael Grade: from showbiz royalty and ‘pornographer-in-chief’ to Ofcom chair,Politics,Guardian,politics_subset_10k
Peer on board of healthcare firm attended meeting at which minister was lobbied,Politics,Guardian,politics_subset_10k
Ram Mandir Consecration: 14 Injured After Communal Clash In West Bengal's Howrah,Politics,The Quint,quint_politics_headlines
Ministers ‘have obliterated morale’: junior doctors on first day of strike,Politics,Guardian,politics_subset_10k
UK ministers engaged in bitter fight to halt release of Covid secrets,Politics,Guardian,politics_subset_10k
MPs call for inquiry into use of ‘alienation’ claims in parental disputes,Politics,Guardian,politics_subset_10k
Opposition urges Tories to cut ties with rightwing group over ‘culture war’ comments,Politics,Guardian,politics_subset_10k
Dame Sue Carr appointed first female lord chief justice in England and Wales,Politics,Guardian,politics_subset_10k
Exit Polls 2024: 5 States Where BJP Is Predicted to Make Surprise Gains,Politics,The Quint,quint_politics_headlines
UK prison officers to demand electric stun guns for dangerous jails,Politics,Guardian,politics_subset_10k
Andrew Bridgen becomes first Reclaim MP after expulsion from Tories,Politics,Guardian,politics_subset_10k
"Marxists, feminists – and Olympians: the most dazzling Guardian writers over 200 years",Politics,Guardian,politics_subset_10k
Last-minute delay to hundreds of court hearings due to prison overcrowding in England,Politics,Guardian,politics_subset_10k
"Young people are getting a 'raw deal', and that's good news for the Greens and Reform",Politics,BBC,politics_subset_10k
Poison in the pool: why the latest Chinese doping row is proving so toxic,Politics,Guardian,politics_subset_10k
Colum Eastwood resigns as leader of Northern Ireland’s SDLP,Politics,Guardian,politics_subset_10k
‘Let’s learn from that history’: opera looks to luddites for how to deal with AI,Politics,Guardian,politics_subset_10k
"Mob Beats Up Imam Near Police Station. Cops Arrest the Imam, Not the Attackers",Politics,The Quint,quint_politics_headlines
"BECOME A MEMBERCreated by potrace 1.16, written by Peter Selinger 2001-2019",Politics,The Quint,quint_politics_headlines
Rachel Reeves should end national insurance loophole for law firms | Letters,Politics,Guardian,politics_subset_10k
‘It feels terminal’: NHS staff in despair over working at breaking point,Politics,Guardian,politics_subset_10k
Stephen Colbert on Trump’s hush-money case: ‘The trial of what feels like a century’,Politics,Guardian,politics_subset_10k
"Like a bully in the schoolyard, Fox News sets its sights on the anti-work movement",Politics,Guardian,politics_subset_10k
BBC Three could return to TV four years after online-only switch,Politics,Guardian,politics_subset_10k
"Suits you, Sir! Starmer revels in Roman realpolitik as he melts before Meloni | John Crace",Politics,Guardian,politics_subset_10k
Labour pushes bill to tackle persistent school absenteeism,Politics,Guardian,politics_subset_10k
A Kargil War Hero’s Last Letter: Father Reads Son’s Final Goodbye,Politics,The Quint,quint_politics_headlines
"Call off plan to relax law on licence fee non-payment, says Labour",Politics,Guardian,politics_subset_10k
‘Is this how I die?’ John Crace on his terrifying heart attack,Politics,Guardian,politics_subset_10k
Tories cut council funding down to the bone. Labour must restore it  | Letters,Politics,Guardian,politics_subset_10k
‘The job starts straight away’: Adrian Ramsay on his first 100 days as Green MP,Politics,Guardian,politics_subset_10k
"Congress Releases First List of Candidates for MP, Chhattisgarh, Telangana Polls",Politics,The Quint,quint_politics_headlines
Heavenly bodies: how the bureaucrats of the afterlife took over TV,Politics,Guardian,politics_subset_10k
Mary Sandling obituary,Politics,Guardian,politics_subset_10k
Rethink for skyscraper near Grenfell site with single fire escape staircase,Politics,Guardian,politics_subset_10k
UK politics: Employment rights bill set to become law after Lords backing – as it happened,Politics,Guardian,politics_subset_10k
"Scott Galloway on the masculinity crisis: ‘I worry we are evolving a new breed of asexual, asocial males’",Politics,Guardian,politics_subset_10k
"Lok Sabha Ethics Panel Adopts Report on Mahua Moitra, Speaker's Decision Pending",Politics,The Quint,quint_politics_headlines
"Child vaping risks becoming ‘public health catastrophe’ in UK, experts warn",Politics,Guardian,politics_subset_10k
The terrible cost of neglecting children’s mental health  | Letters,Politics,Guardian,politics_subset_10k
Royal College of Nursing asks police to investigate some of its members,Politics,Guardian,politics_subset_10k
Newsman or businessman? Murdoch walks tightrope in battle with Trump,Politics,Guardian,politics_subset_10k
Celebrating Nicola Sturgeon’s far-reaching impact | Letters,Politics,Guardian,politics_subset_10k
British Medical Association says ‘time is now’ for Covid plan B,Politics,Guardian,politics_subset_10k
Atkinson hat-trick sparks England with series win over New Zealand in sight,Politics,Guardian,politics_subset_10k
"BECOME A MEMBERCreated by potrace 1.16, written by Peter Selinger 2001-2019",Politics,The Quint,quint_politics_headlines
How an ABC coronavirus podcast became the fart that was heard around the world | Weekly Beast,Politics,Guardian,politics_subset_10k
On my radar: Tai Shani’s cultural highlights,Politics,Guardian,politics_subset_10k
Ten Partygate questions Commons committee could ask Boris Johnson ,Politics,Guardian,politics_subset_10k
Labour wants to ‘take back our streets’: Will this help people affected by crime?,Politics,Guardian,politics_subset_10k
"No Northern Ireland elections before new year, says minister",Politics,Guardian,politics_subset_10k
"As Rajasthan Elections Draw Close, BJP Stares at the 'Vasundhara Raje Puzzle'",Politics,The Quint,quint_politics_headlines
Keir Starmer appoints 25 Labour peers to strengthen support in House of Lords,Politics,Guardian,politics_subset_10k
Richard Sharp: key inquiry findings on how he was appointed BBC chair,Politics,Guardian,politics_subset_10k
‘They have him by the balls’: senior Tories warn Robert Jenrick will be at mercy of ‘Braverman right’ as leader,Politics,Guardian,politics_subset_10k
‘Alarming but not unexpected’: NYT lawsuit just latest example of Trump’s presidential lawfare,Politics,Guardian,politics_subset_10k
Bridget Phillipson pledges to deliver workers’ rights bill in full if deputy leader,Politics,Guardian,politics_subset_10k
Troubles ahead for Rishi Sunak? Here are five pitfalls he’ll be dreading,Politics,Guardian,politics_subset_10k
Partygate hearings could be put back to new year after No 10 delay,Politics,Guardian,politics_subset_10k
Strangers’ bar in parliament to close after alleged spiking incident,Politics,Guardian,politics_subset_10k
Samantha Willis was a beloved young pregnant mother. Did bad vaccine advice cost her her life?,Politics,Guardian,politics_subset_10k
"Transgender people have right to be recognised in legally acquired gender, court hears",Politics,Guardian,politics_subset_10k
Pensioners in England and Wales: how might you be affected by proposed winter fuel payment changes?,Politics,Guardian,politics_subset_10k
‘Good at self-sabotage’: people react to Corbyn and Sultana row in new leftwing party,Politics,Guardian,politics_subset_10k
UK trade summit in Saudi Arabia accused of promoting firms linked to senior Tories,Politics,Guardian,politics_subset_10k
Cleverly claims Labour’s ‘rhetoric encouraged people smugglers’ after 700 people cross Channel on Sunday – as it happened,Politics,Guardian,politics_subset_10k
"Two-thirds of UK families could be in fuel poverty by January, research finds",Politics,Guardian,politics_subset_10k
MPs across divide call for better palliative care after assisted dying vote,Politics,Guardian,politics_subset_10k
"Care homes in England set to lose 50,000 staff as Covid vaccine becomes mandatory",Politics,Guardian,politics_subset_10k
"Moonlighting MPs earn more than ever from second jobs, despite ‘crackdown’",Politics,Guardian,politics_subset_10k
Assisted dying set to become law in England and Wales after MPs pass bill,Politics,Guardian,politics_subset_10k
Partygate defence dossier: how Boris Johnson tried to contain a scandal,Politics,Guardian,politics_subset_10k
"Triple threat to justice system in England and Wales, lawyers warn",Politics,Guardian,politics_subset_10k
Second woman accuses ICC chief prosecutor Karim Khan of sexual misconduct,Politics,Guardian,politics_subset_10k
Rachel Reeves says ‘no one raised concerns’ about her expenses at HBOS,Politics,Guardian,politics_subset_10k
At least 10 Sunak ministers retain roles as private company directors,Politics,Guardian,politics_subset_10k
Sir Laurie Magnus named Rishi Sunak’s new ethics adviser,Politics,Guardian,politics_subset_10k
Share your views on Matt Hancock’s I’m a Celebrity… appearance,Politics,Guardian,politics_subset_10k
Third Test’s day-night format should feel like home turf for Australia in Kingston | Geoff Lemon,Politics,Guardian,politics_subset_10k
Recruiters urged to clamp down on exploitation via ‘umbrella companies’,Politics,Guardian,politics_subset_10k
Bihar SIR Final List: Total Electors Down to 7.42 Crore From 7.89 Crore in June,Politics,The Quint,quint_politics_headlines
WHO chief urges immediate action to tackle ‘devastating’ long Covid,Politics,Guardian,politics_subset_10k
Deploy the retired to free GPs’ workloads | Letter,Politics,Guardian,politics_subset_10k
Cabinet ministers call for Jonathan Ashworth role at 10 Downing Street after weeks of infighting,Politics,Guardian,politics_subset_10k
Australian citizen detained 32 times at Sydney airport accuses border force of systemic racism,Politics,Guardian,politics_subset_10k
Election Results: Detailed Analysis of Numbers With Faye D'Souza & The Quint,Politics,The Quint,quint_politics_headlines
Half a million households cancelled BBC licence fee last year,Politics,Guardian,politics_subset_10k
Kemi Badenoch faces backlash as Tory rivals seize on maternity pay comments,Politics,Guardian,politics_subset_10k
"Only ‘ideology or fear’ would push a government to attack ABC, Anthony Albanese says",Politics,Guardian,politics_subset_10k
'It's all been very weird':  arts organisations still waiting for  promised funds,Politics,Guardian,politics_subset_10k
"Adult social care in England needs urgent help from ministers, say bosses",Politics,Guardian,politics_subset_10k
Art with Cantona and puppet animals lined up for Manchester international festival,Politics,Guardian,politics_subset_10k
'The Fault in Our Investigation?': How VHP's 'Love Jihad' Cases Exposes Them Too,Politics,The Quint,quint_politics_headlines
"At Least 6 Dead, Many Injured: How Mazar Demolition Led to Violence in Haldwani",Politics,The Quint,quint_politics_headlines
"Squalid privately rented homes cost NHS £340m a year, regulator finds",Politics,Guardian,politics_subset_10k
Facebook and Google face tighter rules in Australia as ACCC releases report,Politics,Guardian,politics_subset_10k
"Skulduggery, mind-trickery and whisky: the unexpected magic of illusionist Scott Silven",Politics,Guardian,politics_subset_10k
Nurses’ union head calls for double-digit pay rise in England ahead of strike ballot,Politics,Guardian,politics_subset_10k
"Paedophiles using open source AI to create child sexual abuse content, says watchdog",Politics,Guardian,politics_subset_10k
Starmer says UK strengthening defence partnership with Saudi Arabia as charities criticise human rights record – as it happened,Politics,Guardian,politics_subset_10k
‘It’s shortsighted’: farmers lament veto of Jeremy Clarkson restaurant,Politics,Guardian,politics_subset_10k
‘A ticking time bomb’: healthcare under threat across western Europe,Politics,Guardian,politics_subset_10k
"Victoria Derbyshire viewers 'more male and older than you think', says Tony Hall",Politics,Guardian,politics_subset_10k
Deselected Labour MP Sam Tarry submits ‘vote rigging’ complaint,Politics,Guardian,politics_subset_10k
Forced home moves cost renters over half a billion pounds a year,Politics,Guardian,politics_subset_10k
Brij Bhushan Sharan Singh: How a Usually Clever BJP Mishandled the Wrestling Row,Politics,The Quint,quint_politics_headlines
‘The only place like it in the world’: why the Nicholas Building is the creative heart of Melbourne,Politics,Guardian,politics_subset_10k
"Employment rights bill will cost firms £5bn per year but benefits will justify costs, government says – as it happened",Politics,Guardian,politics_subset_10k
"Arts funding cuts ‘cultural vandalism’, says Juliet Stevenson, at DCMS protest",Politics,Guardian,politics_subset_10k
Key points as local election results show major Tory losses,Politics,Guardian,politics_subset_10k
Britons’ earlier deaths linked to NHS underinvestment – study,Politics,Guardian,politics_subset_10k
"Like Uncle, Like Nephew? Understanding Ajit Pawar's Sway in Maharashtra Politics",Politics,The Quint,quint_politics_headlines
"Change planning laws to protect historic pub buildings, campaigners say",Politics,Guardian,politics_subset_10k
IPP sentencing regime in England and Wales called 'deeply harmful',Politics,Guardian,politics_subset_10k
England coach slams ‘rammed’ Women’s Ashes schedule and blames Indian WPL,Politics,Guardian,politics_subset_10k
South Africa 30-22 Australia: 2025 Rugby Championship Test – as it happened,Politics,Guardian,politics_subset_10k
Crypto investor gives £9m to Reform UK as donations exceed those to Tories,Politics,Guardian,politics_subset_10k
Maharashtra Elections | 'Ajit Pawar's NCP Will Regret': Jayant Patil Interview,Politics,The Quint,quint_politics_headlines
Digital Markets Unit: what powers will new UK tech regulator have?,Politics,Guardian,politics_subset_10k
"Jharkhand Election Result: JMM Retains Tribal Seats, Champai Card Fails For BJP",Politics,The Quint,quint_politics_headlines
"‘Imagine if a 60-year-old broke Usain Bolt’s record’: the story behind the Enhanced Games, the Olympics where everyone dopes",Politics,Guardian,politics_subset_10k
Blackpool byelection shows Labour is back in Brexit-voting areas,Politics,Guardian,politics_subset_10k
"BECOME A MEMBERCreated by potrace 1.16, written by Peter Selinger 2001-2019",Politics,The Quint,quint_politics_headlines
"Victims of sexual offences face ‘postcode lottery’ with police, says home secretary – as it happened",Politics,Guardian,politics_subset_10k
‘We don’t deserve this’: Rochdale voters left cold by byelection chaos,Politics,Guardian,politics_subset_10k
RCN accuse government of ‘belligerence’ as talks to avert strike action fail; Wales strikes to go ahead – as it happened,Politics,Guardian,politics_subset_10k
"£1bn needed to speed up mental health care for UK children, report says",Politics,Guardian,politics_subset_10k
Peers vote for 'judicial committee' to assess genocide claims,Politics,Guardian,politics_subset_10k
"Pahalgam Attack: Sharifs, Bilawal, Imran, Munir - Who Stands Where on India?",Politics,The Quint,quint_politics_headlines
Two more members of the old boys’ club who brought Britain low | Letters,Politics,Guardian,politics_subset_10k
Local papers lose out to Facebook as UK towns become ‘news deserts’,Politics,Guardian,politics_subset_10k
"Starmer says rebuilding UK means painful decisions, not just ‘a lick of paint’",Politics,Guardian,politics_subset_10k
Australia’s family law overhaul a step closer as inquiry endorses focus on child’s best interest,Politics,Guardian,politics_subset_10k
Bill Shorten says he rebuffed invitation to meet Rupert Murdoch in US,Politics,Guardian,politics_subset_10k
Allison Pearson’s ‘racist’ tweet is at centre of Telegraph’s row with police,Politics,Guardian,politics_subset_10k
Who can afford to live in the American west when locals can’t?,Politics,Guardian,politics_subset_10k
Maharashtra Crisis: Why Did SC Defer Ruling On Larger Bench Reference? What Now?,Politics,The Quint,quint_politics_headlines
"‘Menopause market’: Australian women being driven to treat symptoms with unnecessary products, study reveals",Politics,Guardian,politics_subset_10k
Crikey examines Rupert Murdoch’s admission that Fox News hosts ‘endorsed’ US election lie,Politics,Guardian,politics_subset_10k
‘Tarnishing Zubeen’s Legacy’: Why Assam Police’s Chargesheet Is Under Scrutiny,Politics,The Quint,quint_politics_headlines
"‘Fairytales’, media leaks and Canberra’s underbelly: takeaways from Linda Reynolds v Brittany Higgins defamation trial",Politics,Guardian,politics_subset_10k
Labour seeks answers over disgraced MP’s role in Anne Sacoolas case,Politics,Guardian,politics_subset_10k
"Yes, drugs are overprescribed: but it’s not the fault of GPs | Letters",Politics,Guardian,politics_subset_10k
"Reeves to leave capital gains tax on property untouched, reports say",Politics,Guardian,politics_subset_10k
‘The hardest point in recovery’: the long wait for eating disorder treatment,Politics,Guardian,politics_subset_10k
Labour needs to build trust as well as housing | Letters,Politics,Guardian,politics_subset_10k
"Half of UK workforce lack access to workplace health support, report finds",Politics,Guardian,politics_subset_10k
Varanasi: Story Behind the 3.2 Lakh Drop in PM Modi's Margin & Rise of Ajay Rai,Politics,The Quint,quint_politics_headlines
Rochdale byelection controversy – what happens next,Politics,Guardian,politics_subset_10k
BBC to investigate news culture amid calls for reform by ministers,Politics,Guardian,politics_subset_10k
David Harewood’s Romeo presaged greatness | Brief letters,Politics,Guardian,politics_subset_10k
The link between mental health and social conditions | Letters,Politics,Guardian,politics_subset_10k
Karnataka’s PSI Scam: Congress Lashes Out at BJP Govt for Trying To ‘Cover Up',Politics,The Quint,quint_politics_headlines
Did Maha Govt Give Rs 450 Cr to 'Ineligible' Laadki Bahins? Who Pays?,Politics,The Quint,quint_politics_headlines
Liz Truss halts Dominic Raab’s bill of rights plan,Politics,Guardian,politics_subset_10k
David Cameron and senior Tories push back against swift leadership contest,Politics,Guardian,politics_subset_10k
Why Seattle Anti-Caste Law is a Landmark Moment for Ambedkarite Activism in US,Politics,The Quint,quint_politics_headlines
What a difference a year makes as Labour conference delegates settle for survival,Politics,Guardian,politics_subset_10k
What next for Daily and Sunday Telegraph now they are to be sold?,Politics,Guardian,politics_subset_10k
'BJP Can Lose if INDIA Unites': Chandigarh Mayor Win May Seal AAP-Congress Deal,Politics,The Quint,quint_politics_headlines
Jeremy Hunt hints at October election in spending review remarks,Politics,Guardian,politics_subset_10k
Australia urged to follow UN advice and raise age of criminal responsibility by four years,Politics,Guardian,politics_subset_10k
Tony Blair and Nick Clegg hosted dinner giving tech bosses access to UK minister,Politics,Guardian,politics_subset_10k
FA accused of ‘double standard’ in allowing club owners to bet on football while banning players,Politics,Guardian,politics_subset_10k
Jofra Archer’s form and swagger is back. Can he bloom for England again? | Jonathan Liew,Politics,Guardian,politics_subset_10k
Starmer offers Labour MPs major welfare bill concession,Politics,Guardian,politics_subset_10k
Rwanda bill: who were the Tory factions giving Sunak headaches?,Politics,Guardian,politics_subset_10k
Universal credit cut will lead to more UK children in care – study,Politics,Guardian,politics_subset_10k
Honest Bob gets the party started – the Reform party. It’s tough being a Tory | John Crace,Politics,Guardian,politics_subset_10k
Andrew Malkinson case to be reviewed by body that investigates miscarriages of justice,Politics,Guardian,politics_subset_10k
Tablighi Jamaat Case Quashed: Will Media Apologise for 'Corona Jihad' Lies?,Politics,The Quint,quint_politics_headlines
"8 New Faces, 9 MPs Replaced: Why a Rebellion Is Brewing Within Karnataka BJP",Politics,The Quint,quint_politics_headlines
Reeves’ drive for growth seeks China lifeline after UK market turmoil,Politics,Guardian,politics_subset_10k
NHS England plans dental ‘treatment blitz’ to tackle appointments backlog,Politics,Guardian,politics_subset_10k
Rishi Sunak ‘concerned’ about impact of Scotland’s gender recognition bill ,Politics,Guardian,politics_subset_10k
"BECOME A MEMBERCreated by potrace 1.16, written by Peter Selinger 2001-2019",Politics,The Quint,quint_politics_headlines
"Teenagers with period pain more likely to have chronic adult pain, study says",Politics,Guardian,politics_subset_10k
British parents to gain right to bereavement leave after miscarriage,Politics,Guardian,politics_subset_10k
Reform deputy leader dismisses claims of Farage’s past racism as new witnesses come forward,Politics,Guardian,politics_subset_10k
Starmer set up own Labour leadership team six months before Corbyn’s 2019 defeat,Politics,Guardian,politics_subset_10k
Brinsley Headstocks mining landmark to be reconstructed after public outcry,Politics,Guardian,politics_subset_10k
Royal Ascot 2025: Trawlerman nets biggest prize with Gold Cup triumph – as it happened,Politics,Guardian,politics_subset_10k
Owen Farrell to air views on dad Andy and the Lions on Sky for tour opener,Politics,Guardian,politics_subset_10k
More than 150 Australian newsrooms shut since January 2019 as Covid-19 deepens media crisis,Politics,Guardian,politics_subset_10k
"Week After Interfaith Couple Beaten in Court, Hindu Girl Unreachable, No Arrests",Politics,The Quint,quint_politics_headlines
Nine Entertainment newspapers quit carrying China Watch supplement,Politics,Guardian,politics_subset_10k
Home Office had murals for children removed at second asylum centre,Politics,Guardian,politics_subset_10k
'Jailed for Hindutva': How Gauri Lankesh Murder Accused Won Jalna Civic Polls,Politics,The Quint,quint_politics_headlines
Tiger King zoo closes suddenly after license suspended,Politics,Guardian,politics_subset_10k
David Speers finally takes a seat in the ABC Insiders chair vacated by Barrie Cassidy,Politics,Guardian,politics_subset_10k
Starmer stands by McSweeney and says he has been ‘assured no briefings against ministers done from No 10’ – as it happened,Politics,Guardian,politics_subset_10k
Starmer names former Bank deputy governor as his chief economic adviser,Politics,Guardian,politics_subset_10k
How Lachlan Murdoch became the new head of Fox and News Corp,Politics,Guardian,politics_subset_10k
No 10 refuses to say if ethics adviser saw proof Reeves’s rental breach was ‘inadvertent’,Politics,Guardian,politics_subset_10k
"Dominic Raab ‘deceptively and deliberately’ undermined me as victims’ tsar, says Vera Baird",Politics,Guardian,politics_subset_10k
"Pick-and-mix approach to international law will make UK less secure, says attorney general",Politics,Guardian,politics_subset_10k
Daily Mail misconstrues Ray Martin’s contempt for ‘nonsensical’ no slogan and Ampol fuels Walkley scholarship | Weekly Beast,Politics,Guardian,politics_subset_10k
Trailing Tories decide this is as good as their prospects will get,Politics,Guardian,politics_subset_10k
‘I’ve made every second count’: one man’s search for justice through the infected blood scandal,Politics,Guardian,politics_subset_10k
Sunak rejects offer of youth mobility scheme between EU and UK,Politics,Guardian,politics_subset_10k
Unite’s Sharon Graham: ‘Labour has one year to get it right. Farage is on their tail’,Politics,Guardian,politics_subset_10k
SNP’s John Swinney reiterates independence goal at manifesto launch,Politics,Guardian,politics_subset_10k
GPs warn of surgery closures in England and fear similar fate to NHS dentistry,Politics,Guardian,politics_subset_10k
‘It was electrifying’: the inside story of Labour’s 1997 election landslide,Politics,Guardian,politics_subset_10k
"Employment rights bill must do more to stop ‘disposable labour’ in UK, say unions",Politics,Guardian,politics_subset_10k
Labour saved from ‘summer vacuum’ but Tories hope to exploit weak spots,Politics,Guardian,politics_subset_10k
Social care needs a long-term workforce plan | Letters,Politics,Guardian,politics_subset_10k
Seth Meyers: ‘Putting Trump on the stand is like putting a chimpanzee in a school play’,Politics,Guardian,politics_subset_10k
Lord Reed to be next president of UK’s supreme court,Politics,Guardian,politics_subset_10k
Chancellor gave Fujitsu executive advice on gaining contracts,Politics,Guardian,politics_subset_10k
Kemi Badenoch to urge Conservatives to do more than criticise Labour,Politics,Guardian,politics_subset_10k
‘We’re stuffed’: have Conservatives given up on winning the next general election?,Politics,Guardian,politics_subset_10k
Rishi Sunak warns of further Yemen airstrikes if Houthi attacks continue ,Politics,Guardian,politics_subset_10k
"D-day veteran, 98, put up in hostel after eviction from Dorset home",Politics,Guardian,politics_subset_10k
Lammy made deputy PM with Cooper as foreign secretary and Mahmood at Home Office – as it happened,Politics,Guardian,politics_subset_10k
'Fake Narratives Being Peddled on India's Job Crisis': IMF Executive Director,Politics,The Quint,quint_politics_headlines
Azam Khan's Son Disqualified from UP Assembly After Conviction in 2008 Case,Politics,The Quint,quint_politics_headlines
"Armando Iannucci: ‘I have ADHD, which explains why I can only work to deadlines’",Politics,Guardian,politics_subset_10k
Cheltenham festival: Marine Nationale lands poignant win on day two – as it happened,Politics,Guardian,politics_subset_10k
Stephen Colbert on Russia sanctions: ‘There goes Tucker Carlson’s sponsors’,Politics,Guardian,politics_subset_10k
"BECOME A MEMBERCreated by potrace 1.16, written by Peter Selinger 2001-2019",Politics,The Quint,quint_politics_headlines
'Jingle polls': how the papers covered Johnson's December election,Politics,Guardian,politics_subset_10k
Blue Labour group urges ministers to ‘root out DEI’ to win over Reform voters,Politics,Guardian,politics_subset_10k
"Dr Manmohan Singh — You Were, Are, and Always Will be King!",Politics,The Quint,quint_politics_headlines
"Alcohol is never good for people under 40, global study finds",Politics,Guardian,politics_subset_10k
UK culture secretary urges ban on transgender athletes competing in female-only events,Politics,Guardian,politics_subset_10k
Rishi Sunak’s dithering over HS2 spurs on its critics and supporters,Politics,Guardian,politics_subset_10k
Five Reasons Why RSS-BJP Equation Was the Major Political Story of 2024,Politics,The Quint,quint_politics_headlines
What does the change to the winter fuel payment mean for pensioners?,Politics,Guardian,politics_subset_10k
Tory MPs warn Sunak veering further right would be ‘politically disastrous’,Politics,Guardian,politics_subset_10k
Darjeeling Lok Sabha Elections 2024: Will There Be a Split in the Gorkha Vote?,Politics,The Quint,quint_politics_headlines
"From Egypt to India, five jailed men who feel abandoned by Britain",Politics,Guardian,politics_subset_10k
Lehrmann proceedings day 20 – as it happened,Politics,Guardian,politics_subset_10k
Labour staff balloted on pay freeze as election win hits party finances,Politics,Guardian,politics_subset_10k
Nearly a quarter of Labour MPs have called for ceasefire in Gaza,Politics,Guardian,politics_subset_10k
Ita Buttrose appointed chair of the ABC,Politics,Guardian,politics_subset_10k
Salford councillor who won second seat 160 miles away says he will resign,Politics,Guardian,politics_subset_10k
Keir Starmer promises ‘stability and moderation’ in first speech as PM,Politics,Guardian,politics_subset_10k
A kick in the teeth for northern dentists | Brief letters,Politics,Guardian,politics_subset_10k
The Fall of a 'Crusader' and the Death of a Dream,Politics,The Quint,quint_politics_headlines
"Game, set, bankrupt: how an addiction to gambling on tennis lost me £40,000",Politics,Guardian,politics_subset_10k
'Provocation Was There Before Violence': Shocked Mira Road Locals Now Seek Peace,Politics,The Quint,quint_politics_headlines
The pros and cons of Passivhaus buildings | Letters,Politics,Guardian,politics_subset_10k
Rebekah Vardy 'hires IT experts' over Coleen Rooney leak claims,Politics,Guardian,politics_subset_10k
Reeves rejects calls for ‘buy British’ campaign in response to US tariffs,Politics,Guardian,politics_subset_10k
"As this week’s weather headlines prove, one term offers media the biggest bang for their buck: bomb cyclone | Weekly Beast",Politics,Guardian,politics_subset_10k
UK minister criticised over ‘crass and archaic’ trope about Chinese people,Politics,Guardian,politics_subset_10k
England ease off Bazball big talk but continue to embrace thrill of the chase,Politics,Guardian,politics_subset_10k
Jimmy Kimmel on low Valentine’s Day interest: ‘People are saying they prefer chicken wings to sex’,Politics,Guardian,politics_subset_10k
Jeremy Paxman’s take on Parkinson’s disease is far too bleak | Letters,Politics,Guardian,politics_subset_10k
Stephen Colbert to GOP: 'You need to choose: Donald Trump or the American people',Politics,Guardian,politics_subset_10k
"Who Is Congressman Revanth Reddy, the New Chief Minister of Telangana?",Politics,The Quint,quint_politics_headlines
"Labour needs more ‘coherent narrative’ to win next election, Starmer told",Politics,Guardian,politics_subset_10k
