text,category,source,origin
"प्रयागराज : बालगृह के बच्चे करेंगे योग, खेलेंगे टेबल टेनिस, 22 लाख रुपये की लागत से बनाया जाएगा हाॅल",Table Tennis,2023-11-26,news_dataset
"Jake Hager announces MMA retirement, says Bellator was ‘jerking me off’",MMA,2023-09-23,news_dataset
Henry Cejudo consoled by UFC rivals and legends after announcing death of his sister...,MMA,2023-09-18,news_dataset
Teenage girl 'sexually assaulted' during football match,Football,2023-11-04,news_dataset
Everything you need to know ahead of the Rugby World Cup,Rugby,2023-09-23,news_dataset
This high schooler stopped a tush push with A WRESTLING MOVE,Wrestling,2023-10-19,news_dataset
Table Tennis,Table Tennis,2023-10-05,news_dataset
Flag football: The NFL's future from the USA to Vietnam,American Football,2023-10-25,news_dataset
Top 7 tips for horse racing,Horse Racing,2023-11-18,news_dataset
Woman alleges in affidavit that KU basketball player violently raped ...,Basketball,2023-10-11,news_dataset
VIDEO: Plane crashes into fence during emergency landing in Arlington,Fencing,2023-10-05,news_dataset
Joel Shugart Joins Women's Gymnastics' Staff as New Assistant ...,Gymnastics,2023-09-17,news_dataset
Wrestling veteran predicts Roman Reigns’ run as Universal Championship,Wrestling,2023-09-18,news_dataset
FENCING FEATURE: Samantha Catantan and the Power to Lead,Fencing,2023-11-08,news_dataset
Women’s Ice Hockey Set to Host Season Opener Against Bemidji ...,Ice Hockey,2023-10-16,news_dataset
"Talented, outspoken and grounded: Coco Gauff is exactly what ...",Tennis,2023-09-19,news_dataset
Confidence up after morale-boosting win against Mumbai Indians: Unadkat,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
UK basketball’s big-man situation a mystery. Is Somto Cyril still an option this season?,Basketball,2023-09-19,news_dataset
Formula 1: risultato qualifiche Gp del Giappone 2023. Orari della ...,Formula1,2023-09-23,news_dataset
ESPN Picks Up Men's Basketball Matchup With Weber State,Basketball,2023-10-17,news_dataset
NFL fantasy football 2023: The top five picks for Week 2,American Football,2023-10-11,news_dataset
Winning away from home will make us better: Mashrafe,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
"""This is supposed to be 2023, not 1823"": Cyclists slam Aldi for ...",Cycling,2023-10-06,news_dataset
Gaimin Gladiators Nominated For 'Best Esports Team' at The Game Awards 2023,Esports,2023-11-14,news_dataset
Badminton and gymnastics glory among medal success at Santiago ...,Badminton,2023-10-30,news_dataset
eRacing | Virtual Cycling Ireland | Zwift Ireland,Cycling,2023-09-29,news_dataset
Cicero-North Syracuse boys volleyball falls to defending state champ in DI regional final,Volleyball,2023-11-12,news_dataset
Pan Am Games 2023: Fired up by Diego Maradona videos ...,Surfing,2023-10-23,news_dataset
Misbah stranded on 99 as Pakistan fold for 407,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Watch out! Fullerton unleashed after first major win,Archery,2023-10-05,news_dataset
Rugby World Cup 2023 Semi-Final Preview: England v South Africa ...,Rugby,2023-10-31,news_dataset
PM lauds Ojas Praveen Deotale for striking Gold in the Compound Archery,Archery,2023-10-09,news_dataset
USC Men's Basketball Announces The Signing Of Another Top-10 ...,Basketball,2023-11-09,news_dataset
Horse racing: Heart takes West Coast to the top,Horse Racing,2023-09-20,news_dataset
The monster search to find Australia’s next American football star,American Football,2023-10-30,news_dataset
Tyson Fury tells Francis Ngannou “I would kick your ass’ in MMA; Ngannou responds,MMA,2023-09-15,news_dataset
Is there too much football? | Mint,Football,2023-10-30,news_dataset
Roger Federer's first tennis interview led to hilarious mix-up until mum intervened,Tennis,2023-09-18,news_dataset
Asian Games 2023 Highlights: India concludes its stellar performance with highest-ever medal score of 107 | Mint,Archery,2023-10-28,news_dataset
India ready to win ODI World Cup: Kapil Dev,Cricket,2023-09-18,news_dataset
Sean Brady vs. Kelvin Gastelum targeted for Dec. 2 UFC event,MMA,2023-09-29,news_dataset
Downtown Regina church takes down fencing due to lack of quorum for decision to put it up,Fencing,2023-10-07,news_dataset
Deion Sanders' baseball career,Baseball,2023-09-29,news_dataset
Former teen wrestling phenom Chance Marsteller back to chasing ...,Wrestling,2023-09-25,news_dataset
Teen surfing prodigy Erin Brooks' Canadian citizenship request denied by feds,Surfing,2023-11-06,news_dataset
'India are fine...': Cricket greats' striking take on Hardik's WC rule out,Cricket,2023-11-06,news_dataset
"Asian Games: Barbosa, Garces suffer early exits in taekwondo",Tae Kwon Do,2023-10-14,news_dataset
How two lads from Yorkshire realised a sporting dream at Augusta,Sports,https://www.bbc.com/sport,historical_timeline_sports
Most expensive Volkswagen Golf variant sold out in 8 minutes,Golf,2023-11-08,news_dataset
"Cricket World Cup awards: best player, match and moment – our verdicts",Cricket,2023-11-25,news_dataset
Scottish Open Badminton: Ciara Torrance & Julie MacPherson eye success in Glasgow,Badminton,2023-10-30,news_dataset
Australian horse racing jockey Damien Oliver announces retirement - ESPN,Horse Racing,2023-09-19,news_dataset
"Surfer talks about surfing during sneaker waves, recommends ...",Surfing,2023-10-28,news_dataset
Men's Swimming & Diving Introduces 10 Newcomers,Swimming,2023-10-09,news_dataset
Mingione Inks Extension with Kentucky Baseball – UK Athletics,Baseball,2023-10-15,news_dataset
Asian Games: Wong bronze ends city’s table tennis losing streak after 17 years,Table Tennis,2023-10-03,news_dataset
Beaverton college basketball star holds clinic for next generation of players,Basketball,2023-09-18,news_dataset
Candide Thovex Once Again Breaks The Internet With Sand Dune ...,Skiing,2023-10-10,news_dataset
"Sandalwood needs proper marketing, feel dire...",Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
"Park City Mountain at 60: Snowboarding and terrain parks grow, and ...",Snowboarding,2023-11-04,news_dataset
Inclusive cycling round the neighbourhood event held in Harlow,Cycling,2023-09-23,news_dataset
Can you spot 3 differences between the tennis pictures in 11 seconds?,Tennis,2023-10-15,news_dataset
Traverse City Fencing Club opens sign-ups for beginner classes: From Olympic skills to the history of swordsmanship,Fencing,2023-10-13,news_dataset
"International-level archery academy in Maharashtra soon, Dy CM ...",Archery,2023-11-12,news_dataset
Buffs Drop First Pac-12 Road Game - University of Colorado Athletics,Athletics,2023-09-30,news_dataset
Endless baseball game looks to set record and raise money,Baseball,2023-09-22,news_dataset
Kelly Clark: A Trailblazer in Snowboarding,Snowboarding,2023-09-16,news_dataset
Infosys Onboards Tennis Icon Rafael Nadal as Ambassador for the ...,Tennis,2023-09-18,news_dataset
तलवारबाजी : शानदार शुरूआत के बाद क्वार्टर फाइनल में हारी भवानी देवी ...,Fencing,2023-09-26,news_dataset
What happened to Tof Henry? Tributes pour in as legendary Chamonix skier dies aged 38,Skiing,2023-10-13,news_dataset
Is Kim Ng a candidate for Red Sox head of baseball ops?,Baseball,2023-11-12,news_dataset
Ana Godinez Gonzalez exclusive: From cartel threats in Mexico to ...,Wrestling,2023-09-27,news_dataset
Tyrese Haliburton promises to catch up on his texts in 2026,Sports,CNN,sports_politics_data
"Asian Games 2023 football: Results, scores, points table and medal ...",Football,2023-09-29,news_dataset
Skier Flawlessly Impersonates Candide Thovex - Powder,Skiing,2023-09-18,news_dataset
Skiers Remix Classic Childhood Game - Powder,Skiing,2023-09-18,news_dataset
"Look Around the NHL - October 1st, 2023",Ice Hockey,2023-10-13,news_dataset
State of the Nation: England answer critics to almost pull off RWC ...,Rugby,2023-11-05,news_dataset
Top 5 Must-Watch Football Games Of NFL Week 2,American Football,2023-10-18,news_dataset
Snowboarders Recreate Legendary Jump From Travis Rice’s “The Art of Flight”,Snowboarding,2023-11-14,news_dataset
Cardinals Hinted As Possible Destination For One Of Best Pitchers ...,Baseball,2023-10-10,news_dataset
Why do Tottenham host NFL games? Full list of American football ...,American Football,2023-10-24,news_dataset
Wout van Aert expected to be fit for UEC Road European ...,Cycling,2023-09-20,news_dataset
Tel Aviv Open tennis tournament canceled due to Israel-Hamas war,Tennis,2023-10-18,news_dataset
Fantasy baseball - Tristan H. Cockcroft Wednesday musings - ESPN,Baseball,2023-09-23,news_dataset
Schedule announced for ICC U19 Men's Cricket World Cup Sri ...,Cricket,2023-10-06,news_dataset
How a golf club scrambled to repair vandalized greens before a pro event,Golf,2023-10-13,news_dataset
Savoie taken from ice on stretcher during Blackhawks game,Ice Hockey,2023-10-01,news_dataset
Middle Tennessee Athletics Announces Exciting Promotions for ...,Athletics,2023-10-23,news_dataset
"‘I was gonna die’: Skier gets buried in tree well, snowboarder comes to his rescue",Snowboarding,2023-10-09,news_dataset
Rugby World Cup: Scotland change 13 for Romania as Townsend gives players chance to face Ireland,Rugby,2023-10-05,news_dataset
West Bengal government signs MOU with La Liga to develop football in Indian state,Football,2023-09-15,news_dataset
Free solo climber Alex Honnold conquers one of the world’s tallest buildings,Sports,CNN,sports_politics_data
Freestyle skiing and snowboard Big Air 2023/24 World Cup season ...,Skiing,2023-11-07,news_dataset
Capital phase of Swimming Pool Support Fund opens for applications,Swimming,2023-10-04,news_dataset
She was the first US athlete to compete in a hijab at an Olympic games. Now she’s inspiring the next generation2:34,Sports,CNN,sports_politics_data
Former S'pore sprinter Gary Yeo 'privileged' to fly athletics team to ...,Athletics,2023-10-03,news_dataset
Tamim Iqbal castigates Bangladesh Cricket Board after saying he opted out of WC,Cricket,2023-09-27,news_dataset
A Curtain Call for Racing Season in Upstate New York,Horse Racing,2023-09-25,news_dataset
NIHL preview | 21-22 October – English Ice Hockey Association,Ice Hockey,2023-11-09,news_dataset
"Italo Ferreira Recalls His Surfing Heroes, Calls Brazilian Surfing a ...",Surfing,2023-09-26,news_dataset
Men’s Basketball Set For First-Ever Meeting With Temple,Basketball,2023-11-18,news_dataset
Women's boxing pound-for-pound rankings: Which fighter made the biggest move? Savannah Marshall? Mikaela Mayer? - ESPN,Boxing,2023-09-29,news_dataset
‘We showed Portugal rugby exists’: win over Fiji caps World Cup breakthrough,Rugby,2023-10-16,news_dataset
Fans to meet world’s best riders face-to-face with the launch of the ...,Cycling,2023-11-08,news_dataset
Unplanned Youth Movement in Progress for Cowboys,Athletics,2023-10-24,news_dataset
Golden night: Fiji claims both men's and women's rugby 7s titles,Rugby,2023-11-25,news_dataset
Sania and Martina's 41-match win streak ends,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Arkansas State Fair announces curfew for unaccompanied youth ...,Fencing,2023-10-09,news_dataset
Snowboarding's Rising Stars Kick Off Season in New Zealand with a ...,Snowboarding,2023-10-12,news_dataset
Men’s Tennis Sweeps Doubles Draws at Four-Day Dwight Davis ...,Tennis,2023-10-24,news_dataset
Jake Paul announces return to boxing after Tommy Fury's win over KSI,Boxing,2023-10-18,news_dataset
Dukes Win Seven Events in Season Opening Setback to Liberty,Swimming,2023-10-14,news_dataset
Man picks wrong man to attack; ex-MMA fighter quickly subdues knife wielder,MMA,2023-11-18,news_dataset
Damar Hamlin returns to NFL action after cardiac arrest,American Football,2023-10-03,news_dataset
My neighbour cut down my bushes to put up an ‘illegal’ privacy fence – I had to get creative with my respo...,Fencing,2023-10-05,news_dataset
"Morgan State men's basketball schedule 2023-24: Arizona, Fresno ...",Basketball,2023-10-07,news_dataset
Can horses swim? Here's how our equine friends do in water.,Swimming,2023-10-04,news_dataset
Fresno County Fair Presents: The History of Horse Racing,Horse Racing,2023-11-14,news_dataset
Utah Volleyball Falls to #5 Oregon in Four Sets,Volleyball,2023-10-09,news_dataset
VideoPhilip Rivers comes out of retirement to join Colts0:49,Sports,CNN,sports_politics_data
Pakistan’s Shahzaib wins gold in Asian Open Taekwondo C’ship,Tae Kwon Do,2023-11-06,news_dataset
MMA Junkie's Submission of the Month for October: Muhammad ...,MMA,2023-11-04,news_dataset
•Video0:32Getty images / Instagram / chloekim,Sports,CNN,sports_politics_data
Top five medal prospects for India in badminton at Hangzhou Asian ...,Badminton,2023-09-26,news_dataset
"IND vs PAK HIGHLIGHTS, Asian Games 2023, Men's Volleyball ...",Volleyball,2023-10-03,news_dataset
Bumrah and Rohit steer India to second successive win | Match Highlights | CWC23,Cricket,2023-10-13,news_dataset
WTF - Taekwondo fighter packs a punch in MMA,MMA,2023-10-19,news_dataset
Four takeaways and a question from Nebraska football's loss to ...,Football,2023-11-05,news_dataset
Mike Tyson warns Fury: I'm not easily impressed but Ngannou knows how to box,Boxing,2023-09-26,news_dataset
UFC's Belal Muhammad open to Kamaru Usman next but only if he's ...,MMA,2023-10-06,news_dataset
Overview - Taekwondo | Olympic Qualifier | World Championships ...,Tae Kwon Do,2023-09-29,news_dataset
South Korea on course for taekwondo poomsae hat-trick at World ...,Tae Kwon Do,2023-11-26,news_dataset
Anthony Albanese slams boxing challenge between Anthony Mundine and Thomas Mayo,Boxing,2023-10-03,news_dataset
Paris 2024 Boxing Africa Qualifier: Olympian Roumaysa Boualam ...,Boxing,2023-09-16,news_dataset
All Blacks drop to third in World Rugby Men's Rankings powered by ...,Rugby,2023-11-05,news_dataset
"Marzieh Hamidi, réfugiée afghane et championne de taekwondo ...",Tae Kwon Do,2023-09-22,news_dataset
WOMEN'S TENNIS CLOSES OUT FALL WITH 7-0 WIN OVER ...,Tennis,2023-10-16,news_dataset
"Women’s basketball: CU Buffs stun, dominate No. 1 LSU in opener",Basketball,2023-11-07,news_dataset
2023 World Artistic Gymnastics Championships: Mélanie De Jesus ...,Gymnastics,2023-10-19,news_dataset
The Oldest Records of Skiing in the Western Hemisphere Emanate ...,Skiing,2023-10-07,news_dataset
Girls volleyball: Daily stat leaders for Sept. 16,Volleyball,2023-09-17,news_dataset
"2023 NFL fantasy football waiver wire, Week 2: RB Tyler Allgeier ...",American Football,2023-09-29,news_dataset
"Skis on, Southern Californians, for opening weekend at Bear Mountain and Snow Summit",Skiing,2023-11-25,news_dataset
Badminton (N3) : Argenton lâche du lest dans la Vienne,Badminton,2023-11-26,news_dataset
5th COMBAXX Asian Open Taekwondo Championship registration ...,Tae Kwon Do,2023-10-11,news_dataset
Rules of Golf Review: What do you do when the tee markers aren't lined up … or are missing altogether?,Golf,2023-10-12,news_dataset
Pandya gets Imam to nick one behind the wicket | CWC23,Cricket,2023-10-17,news_dataset
Empire 8 Announces 2023 Women's Tennis All-Conference Selections,Tennis,2023-10-24,news_dataset
What does the WWE and UFC merger mean for wrestling fans?,Wrestling,2023-09-16,news_dataset
Southern Miss baseball commences fall scrimmages,Baseball,2023-09-17,news_dataset
"Penn Athletics Podcast: Dr. Liz Nobis, Athletics Psychologist ...",Athletics,2023-10-06,news_dataset
Murray & Farah knighted in honours,Sports,https://www.bbc.com/sport,historical_timeline_sports
Pro Golfer Rips LIV Golf for Being 'All Cringe' After Watching Team ...,Golf,2023-10-25,news_dataset
Cycling for Weight Loss: Effective Strategies and Techniques,Cycling,2023-09-25,news_dataset
'Dominant' Webster surges into all-round calculations | cricket.com.au,Cricket,2023-11-25,news_dataset
"Wahoo is Shutting Down Their Training App, RGT Virtual Cycling",Cycling,2023-10-04,news_dataset
Annual Buddy Baseball game celebrates 17 years of inclusion at Jenks High School,Baseball,2023-10-08,news_dataset
"Asiad 2023: India's wrestling contingent, full schedule, streaming in ...",Wrestling,2023-10-10,news_dataset
Newcastle United make a Â£21m bid for West Brom striker Saido Berahino,Sports,https://www.bbc.com/sport,historical_timeline_sports
WOMEN’S ICE HOCKEY: No. 7 Bulldogs dominate the Crimson and ...,Ice Hockey,2023-11-07,news_dataset
"Where is Saina Nehwal, the pioneering badminton player?",Badminton,2023-10-08,news_dataset
2023 MLB Farm System Statcast Hitting Rankings — College ...,Baseball,2023-11-09,news_dataset
South Carolina basketball wins over Clemson include J0oyce ...,Basketball,2023-11-18,news_dataset
Ultimate Table Tennis league signs seventh franchise | Mint,Table Tennis,2023-10-10,news_dataset
Taekwondo Premier League to be held from June 22 to 26,Tae Kwon Do,2023-10-11,news_dataset
Get Off Your Phone And Go See A Ski Movie With Your Friends,Skiing,2023-10-12,news_dataset
Turf Paradise: Phoenix racecourse to stop live racing; horse race simulcast on Oct. 1,Horse Racing,2023-09-30,news_dataset
Israel-India spy diplomacy was almost derailed by ping-pong over table tennis contest visas in 1987,Table Tennis,2023-11-06,news_dataset
WATCH: Formula 1’s drivers get set to roll the dice at the Las Vegas Grand Prix,Formula1,2023-11-06,news_dataset
Texas Rangers' fan looks to add to his baseball collection,Baseball,2023-10-25,news_dataset
"Asian Games 2023 table tennis: India's results, scores and medal ...",Table Tennis,2023-10-05,news_dataset
‘Counter-Strike 2’ Rolled Out Across ESL’s Future Esports Tournaments,Esports,2023-10-04,news_dataset
Former Esports Entertainment Group CEO seals $500000 settlement ...,Esports,2023-11-26,news_dataset
"Islander Girls Tennis Wins Thrillers, Culminates Successful Season ...",Tennis,2023-10-30,news_dataset
High hopes on taekwondo's 'deadly dozen' in Asiad,Tae Kwon Do,2023-10-05,news_dataset
Daniil Medvedev Beats Tommy Paul In Beijing,Tennis,2023-10-23,news_dataset
Coco Gauff lauds former boxing trainer's PFL World Championship win,Boxing,2023-11-26,news_dataset
Game On: Cap gymnastics kick off new season — The Fourth Period,Gymnastics,2023-10-12,news_dataset
"MMA Analyst Arjun Chipalkatti's View On Puja Tomar, “Coming Into ...",MMA,2023-10-28,news_dataset
Is a $199 driver coming to Costco?,Golf,2023-11-08,news_dataset
Alia Bhatt flaunts her cute smile as she poses with badminton player Chirag Shetty,Badminton,2023-11-06,news_dataset
National Games 2023: Archer Deepika Kumari wins two gold medals; Maharashtra continue to lead overall medals tally,Archery,2023-11-07,news_dataset
"In West African country of Burkina Faso, horses and horse racing are ...",Horse Racing,2023-10-15,news_dataset
There Are 505 Active Ski Areas in America – Here's a Complete List,Skiing,2023-09-23,news_dataset
"Asian Games | Boxing: ಲವ್ಲಿನಾಗೆ ಬೆಳ್ಳಿ, ಪರ್ವೀನ್‌ಗೆ ಕಂಚು",Boxing,2023-10-04,news_dataset
Local Reps Urge Life-Saving Suicide Prevention Bridge Fencing,Fencing,2023-09-19,news_dataset
"As the NHL lends an assist, top men's players hope the new women's hockey league thrives",Ice Hockey,2023-09-26,news_dataset
Santiago 2023: Meet Team USA's female Artistic Gymnasts,Gymnastics,2023-10-24,news_dataset
"Tennessee Titans vs. Atlanta Falcons: Date, kick-off time, stream info ...",American Football,2023-10-23,news_dataset
NFL expert Ian Rapoport reveals how horse racing has become ‘big part’ of his life and tells of Royal Asc...,Horse Racing,2023-11-01,news_dataset
DAMN! They Were Good: Khabib Nurmagomedov and his place among the MMA pantheon,MMA,2023-10-30,news_dataset
Nihon Univ. suspends American football team again over cannabis ...,American Football,2023-09-19,news_dataset
Class A: Papillion-La Vista upsets Papio South in Nebraska state ...,Volleyball,2023-11-06,news_dataset
From The Desk of J Batt – Athletics — Georgia Tech Yellow Jackets,Athletics,2023-11-03,news_dataset
From registered nurse to boxing world champ - 'We are so proud',Boxing,2023-09-21,news_dataset
Cape Racing’s latest rule heats up a simmering pot,Horse Racing,2023-09-18,news_dataset
Five Carroll Women Named CCC All-Conference,Athletics,2023-11-09,news_dataset
Rugby World Cup news | The moment Springboks defeated All ...,Rugby,2023-10-30,news_dataset
Blind mum from Ormskirk is water-skiing world champ,Skiing,2023-09-26,news_dataset
"Yup, I Miss the ""Vest"" Uniforms in Major League Baseball",Baseball,2023-09-29,news_dataset
"Cricket at the Olympics: Why now? A reflection of the growth of the sport, says IOC’s Sports Director on the sport’s pitch for Los Angeles Games",Cricket,2023-09-29,news_dataset
Cycling-2024 men's Tour de France route,Cycling,2023-10-25,news_dataset
Wrestling Announces Schedule for 2023-24 Season,Wrestling,2023-11-05,news_dataset
Learn to hunt: archery,Archery,2023-10-10,news_dataset
Aiming for bullseye: Jyoti hopeful of golden display,Archery,2023-09-16,news_dataset
"College football betting, odds: Bettors are easing off Colorado after Oregon blowout",Football,2023-09-29,news_dataset
‘Rare’ sea creature and mom — both with ‘eyepatches’ — spotted in CA. See them swim,Swimming,2023-10-18,news_dataset
"BWF Badminton Korea Masters 2023 - Gwangju, Republic of Korea",Badminton,2023-11-11,news_dataset
Terrier Women's Ice Hockey Opener | BU Today,Ice Hockey,2023-10-17,news_dataset
"Once A Hotbed, Canada's Top Swimmers Have Made A Mass ...",Swimming,2023-11-04,news_dataset
"'If you build it, they will come' | Bike activity is up, and so are improvements to cycling infrastructure in Charlotte",Cycling,2023-10-14,news_dataset
Pro skier Lily Bradley disrupts mountain culture in new queer ski film,Skiing,2023-11-05,news_dataset
Men's Tennis Doubles Go Perfect on Day One of ITAs - UIndy Athletics,Athletics,2023-10-01,news_dataset
Odisha govt to put up fencing nets at river ghats to prevent drownings,Fencing,2023-10-04,news_dataset
Formula 1 star turned Sky Sports pundit shows off melted boot after fireball carnage in £52million Ferrari...,Formula1,2023-09-30,news_dataset
"Fencing operation meaning: Oakland, CA car break-in victim tracks property, gets surprising response from San Francisco police",Fencing,2023-09-30,news_dataset
Talking Horses: Il Ridoto can strike in competitive Paddy Power Gold Cup,Horse Racing,2023-11-18,news_dataset
Baseball: 1st Japanese MLB player Masanori Murakami honored for ...,Baseball,2023-11-26,news_dataset
Unofficial Team Taiwan roster for Asian Baseball Championships ...,Baseball,2023-11-07,news_dataset
"Ivanka Trump’s sports: Surfing, Horseback riding, and more",Surfing,2023-09-26,news_dataset
What's next for James Harden? Clippers conclude trade talks with 76ers,Basketball,2023-09-17,news_dataset
Photo Illustration by Ian Berry/CNN/Getty Images/Adobe Stock,Sports,CNN,sports_politics_data
Billings fans enjoy post season baseball; Mustangs runners-up in ...,Baseball,2023-09-19,news_dataset
VIDEO: Skiing Sensation Daron Rahlves Rides the Waves in Red ...,Skiing,2023-10-01,news_dataset
North Shropshire homeowner plans to build 'home leisure centre ...,Swimming,2023-11-16,news_dataset
The chronicle of a post-apocalyptic kite photo,Snowboarding,2023-10-14,news_dataset
No Strings Badminton becomes a big hit in Bicester,Badminton,2023-11-18,news_dataset
Junior Punter Riley Riethman Named American Athletic Conference ...,American Football,2023-10-17,news_dataset
"UFC 295 Embedded, Episode 2: ‘She is ready for this war’",MMA,2023-11-08,news_dataset
Simona Halep banned from tennis for four years for doping violations,Tennis,2023-10-07,news_dataset
F1: Daniel Ricciardo Fights His Way Back,Formula1,2023-10-15,news_dataset
"India at Asian Games 2023: Gymnastics, Weightlifting, Fencing squads cut down",Fencing,2023-09-23,news_dataset
First South American Esports Championship to be held in Sao Paulo,Esports,2023-10-07,news_dataset
"""I almost quit baseball to pursue soccer full time"" - Devin Williams credits grandpa for saving his MLB dream",Baseball,2023-11-18,news_dataset
"From street fighter to activist, 'Bumblebee' Mkhasibe looks to pay it forward",Boxing,2023-11-07,news_dataset
Asian Games 2023: Table Tennis Icon Ma Long Bids Adieu After Clinching One Last Gold Medal,Table Tennis,2023-09-29,news_dataset
NRG Ignar reveals shocking scrim stats after massive win over G2 ...,Esports,2023-10-31,news_dataset
Detroit Lions Monday Night Football: What fans can expect,Football,2023-10-30,news_dataset
McIntosh resigns as East volleyball coach,Volleyball,2023-11-16,news_dataset
9 Best gymnastics bars for kids 2023 UK: transform your home into a mini gym...,Gymnastics,2023-10-31,news_dataset
The monster search to find Australia’s next American football star,American Football,2023-11-07,news_dataset
"India vs Pakistan volleyball, Asian Games 2023, match schedule ...",Volleyball,2023-10-14,news_dataset
Local student heads to Alaska to teach skiing,Skiing,2023-11-10,news_dataset
"Dry Skiing Day, una giornata full immersion con Jam Session per ...",Skiing,2023-10-13,news_dataset
Ozil back for Arsenal's visit to Stoke,Sports,https://www.bbc.com/sport,historical_timeline_sports
Let's Categorize Some Managers,Baseball,2023-11-08,news_dataset
"Central's Sunvold, Meyer receive football honors",Athletics,2023-10-10,news_dataset
12 former UFC fighters added to Jorge Masvidal's Gambred ...,MMA,2023-10-15,news_dataset
"Fundraising event raises over £8,500 for Clayton Amateur Boxing ...",Boxing,2023-10-10,news_dataset
Mexico climb to second in WBSC Men's Baseball World Rankings ...,Baseball,2023-11-04,news_dataset
Where to Watch,Swimming,2023-09-17,news_dataset
China beats Mongolia in Sitting Volleyball World Cup women's opener,Volleyball,2023-11-14,news_dataset
"Dhiraj loses bronze play-off, India returns with a silver from Archery World Cup Final",Archery,2023-10-07,news_dataset
Adventure Aquarium in New Jersey swimming into Halloween spirit,Swimming,2023-10-31,news_dataset
The Levi sisters re-sign for Rugby Sevens,Rugby,2023-11-25,news_dataset
"Read more on German Grand Prix dropped from F1 calendar, with Brazil GP also in doubt",Sports,https://www.bbc.com/sport,historical_timeline_sports
"For Surfer Caroline Marks, Winning World Title And Qualifying For Olympics Is ‘Full-Circle Moment’",Surfing,2023-10-01,news_dataset
"Ayush, the ‘next Shetty of Indian badminton,’ picks up lessons for future in Junior Worlds bronze medal run",Badminton,2023-11-05,news_dataset
Nuala Moore's memoir on open water swimming: 'You have to swim ...,Swimming,2023-09-27,news_dataset
The Southampton boxing gym guiding inner city youngsters in and out of the ring,Boxing,2023-11-12,news_dataset
Major Auckland swimming event held up after sewer pipe collapse,Swimming,2023-10-10,news_dataset
Registration Opening for Fall-Winter Town Youth Ice Hockey ...,Ice Hockey,2023-10-08,news_dataset
Ivan Dodig/Austin Krajicek Make Fast Start In Beijing,Tennis,2023-09-30,news_dataset
Boxing: Ajagba knocks Goodall out in Nevada,Boxing,2023-11-07,news_dataset
Directions issued by COA are beyond its mandate: MCA,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Boxing ring girl Apollonia Llewellyn risks Instagram ban as she bares all with X-rated busty display...,Boxing,2023-09-30,news_dataset
Gymnasts of Odisha AM/NS India Gymnastics High Performance Centre shine at 37th National Games,Gymnastics,2023-11-05,news_dataset
Catapult Launches Two New American Football Product Solutions ...,American Football,2023-10-05,news_dataset
ईस्ट जोन आर्चरी प्रतियोगिता में बरही डीएवी की अर्षिता को मिला गोल्ड,Archery,2023-10-31,news_dataset
Football Hits Road For SEC Opener At Vanderbilt,Athletics,2023-09-30,news_dataset
Catapult Launches Two New American Football Product Solutions ...,American Football,2023-09-24,news_dataset
New Orleans Announced As 2024 SEC Gymnastics Championship ...,Gymnastics,2023-09-29,news_dataset
Ultimate Table Tennis: Archana Kamath wins it for Puneri Paltan against Goa Challengers,Table Tennis,2023-10-13,news_dataset
Australian horse racing jockey Damien Oliver announces retirement - ESPN,Horse Racing,2023-09-30,news_dataset
Your Weekly Cycling Horoscope: October 23-29,Cycling,2023-10-30,news_dataset
"5/11/2023 Horse Racing Tips and Best Bets – Goulburn, Goulburn Cup day",Horse Racing,2023-11-04,news_dataset
World Athletics Road Running Championships 2023: All road race ...,Athletics,2023-10-06,news_dataset
Impact Taekwondo prepares for second run to Nationals,Tae Kwon Do,2023-10-14,news_dataset
Tech Volleyball | Parkside Highlights| 10.07.2023,Volleyball,2023-10-08,news_dataset
Concerns over wake surfing again presented to Natural Resources ...,Surfing,2023-10-06,news_dataset
3rd ODI -  29IND337/650.0 ovNZ331/750.0 ovIndia beat New Zealand by 6 runs,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Silverton HS volleyball player setting the bar high nationwide,Volleyball,2023-09-15,news_dataset
14 Best Places for Early-Season Skiing in the U.S.,Skiing,2023-11-18,news_dataset
Azerbaijani Para-taekwondo fighter crowned world champion,Tae Kwon Do,2023-10-01,news_dataset
Inaugural Club & Coach Conference proves huge success,Badminton,2023-10-30,news_dataset
Council questioned on widening of Golf Link Road,Golf,2023-11-05,news_dataset
Claim rejected in death of man pulled from fence by BPD,Fencing,2023-10-07,news_dataset
Lisa's ambitions? Home Olympics the perfect 'time to feel ...,Archery,2023-10-31,news_dataset
Vienna to host second Formula 1 Exhibition following record-breaking success in Madrid,Formula1,2023-10-17,news_dataset
Ski Slope Etiquette 101: Basic Rules for Skiing and Snowboarding ...,Snowboarding,2023-11-03,news_dataset
Taking it to the streets: NHL tries to grow its game with an 'ice ...,Ice Hockey,2023-10-07,news_dataset
Memphis Tigers player ejected after punching Tulane opponent in groin,Football,2023-10-14,news_dataset
